topicTitle,blockType,blockName,fileName
Дизайн-мышление E-Learning,SCORM,Дизайн-мышление: лонгрид,дизайн-мышление-scorm2004_4-vq6lDv1-.zip
Навыки успешных переговоров E-Learning,SCORM,Основы эффективных переговоров,навыки-успешных-переговоров-scorm2004_4-trRO6Syn.zip
Убедительный метод продаж E-Learning,SCORM,Убедительный метод продаж,Убедительный метод продаж.zip
ON JOB TRAINING (OJT) E-Learning,SCORM,OJT - Обучение на рабочем месте,Territory management. Обучение.zip
Шаги делового визита: LASER E-Learning,SCORM,LASER,LASER e-learning (1).zip
OSA: On-Shelf Availability Management E-learning,SCORM,OSA: On-Shelf Availability Management,OSA_Mars.zip
Digital for Non Digitals E-Learning,SCORM,Digital for Non Digitals e-learning,530001.zip
Основы управления категорией (Category Essentials) X-segment E-Learning,SCORM,Category Essentials e-learning,813065.zip
Insights E-learning,SCORM,Insights e-learning,65001.zip
Mars P&L Finance (Mars Wrigley) E-learning,SCORM,P&L Finance,P&L.zip
TE&ROI Finance (Mars Wrigley) E-learning,SCORM,Торговые инвестиции & ROI,21APR_S&F_TEROI_RU.zip
Trading terms Finance (Mars Wrigley) E-learning,SCORM,Торговые условия,Торговые условия.zip
Программа: Strategic Revenue Managment (SRM). Module 1: Introduction E-learning,SCORM,Introduction E-learning,C10248.zip
Программа: Strategic Revenue Managment (SRM). Module 2: Mix for Growth E-learning,SCORM,Mix for Growth E-learning,C10302.zip
Программа: Strategic Revenue Managment (SRM). Module 3: Strategic Pricing E-learning,SCORM,Strategic Pricing E-learning,C10303.zip
Программа: Strategic Revenue Managment (SRM). Module 4: Trade Promotions Excellence E-learning,SCORM,Trade Promotions Excellence E-learning,C10304.zip
Программа: Strategic Revenue Managment (SRM). Module 5: Trade Terms Management E-learning,SCORM,Trade Terms Management E-learning,C10305.zip
Program: Finance. Module 1: How Customers Make Money E-learning,SCORM,How Customers Make Money E-learning,Mars_FE_BF_How_customers_220923.zip
Program: Finance. Module 2: Profit Margin and Mark-up E-learning,SCORM,Profit Margin and Mark-up E-learning,Mars_FE_BF_Profit_margin_220923.zip
Program: Finance. Module 3: Calculation Challenge E-learning,SCORM,Calculation Challenge E-learning,3p11484_2022_01_25_15_09_38(EN).zip
Program: Finance. Module 4: Listen to The Expert E-learning,SCORM,Listen to The Expert E-learning,4p11485_2022_01_25_15_22_15(EN).zip
Program: Finance. Module 5: Check What You Know E-learning,SCORM,Check What You Know E-learning,5p11408_2018_03_05_11_50_22(EN).zip
Program: Finance. Module 6: Second Wind: Check What You Know E-learning,SCORM,Second Wind: Check What You Know E-learning,6p11989_2022_01_25_15_46_06(EN).zip
Введение в S&OP+ E-Learning,SCORM,Введение в S&OP+,S&OP+ Introduction eLearning.zip
Философия роста E-Learning,SCORM,Философия роста,540002.zip
Программа: Finance Foundations. Module 1: Growth Philosophy E-Learning,SCORM,Growth Philosophy,C10004_v4.zip
Программа: Finance Foundations. Module 2: Financial Statements E-Learning,SCORM,Financial Statements,C10005_v3.zip
Программа: Finance Foundations. Module 3: Financial KPIs and Accountability E-Learning,SCORM,Financial KPIs and Accountability,C10006_v3.zip
Программа: Finance Foundations. Module 4: Driving the Top-Line E-learning,SCORM,Driving the Top-Line,C10007_v4.zip
Программа: Finance Foundations. Module 5: Driving the Bottom-Line E-learning,SCORM,Driving the Bottom-Line,C10008_v4.zip
Программа: Finance Foundations. Module 6: Driving Cash E-learning,SCORM,Driving Cash,C10009_v3.zip
Программа: Finance Foundations. Module 7: Digital Tools E-Learning,SCORM,Digital Tools,C10010_v3.zip
Программа: Finance Foundations. Module 8: Financial KPIs in the Veterinary World and Conclusion E-learning,SCORM,Financial KPIs in the Veterinary World and Conclusion,C10011_v4.zip
Программа: Spark Your Engagement. Module 1: Seize your opportunity E-learning,SCORM,Seize your opportunity,820003.zip
Программа: Spark Your Engagement. Module 2: Find your purpose E-learning,SCORM,Find your purpose,820004.zip
Программа: Spark Your Engagement. Module 3: Be yourself E-learning,SCORM,Be yourself,820005.zip
Программа: Spark Your Engagement. Module 4: Get what you need E-learning,SCORM,Get what you need,820006.zip
Программа: Spark Your Engagement. Module 5: Manage your manager E-learning,SCORM,Manage your manager,820007.zip
Программа: Spark Your Engagement. Module 6: Keep evolving E-learning,SCORM,Keep evolving,820008.zip
Программа: Shopper Marketing for One Demand. Module 1: Overview E-Learning,SCORM,Overview,TrinitiMarsShopperMarketing1Overview.zip
Программа: Shopper Marketing for One Demand. Module 2: Triple Win E-Learning,SCORM,Triple Win,TrinitiMarsShopperMarketing2TripleWin.zip
Программа: Shopper Marketing for One Demand. Module 3: Winning Value Propositions E-Learning,SCORM,Winning Value Propositions,TrinitiMarsShopperMarketing3WinningValuePropositions.zip
Программа: Shopper Marketing for One Demand. Module 4: The Customer Journey E-Learning,SCORM,The Customer Journey,TrinitiMarsShopperMarketing4TheConsumerJourney.zip
Программа: Shopper Marketing for One Demand. Module 5: Evaluation Impact E-Learning,SCORM,Evaluation Impact,TrinitiMarsShopperMarketing5EvaluatingImpact.zip
Программа: Shopper Marketing for One Demand. Module 6: Take It Further E-Learning,SCORM,Take It Further,TrinitiMarsShopperMarketing6TakeItFurther.zip
Demand Planning E-Learning,SCORM,Demand Planning,Demand Essentials eLearning_SCORM package04.zip
Overview of Flywheel E-Learning,SCORM,Overview of Flywheel,18NOV_PO_FO_EN.zip
Best Next Move E-Learning,SCORM,Best Next Move,40579.zip
Agile Essentials E-learning,SCORM,Agile Essentials,C10230.zip
Value Creation: Fundamentals of Value Creation and Economic Profit E-Learning,SCORM,Value Creation: Fundamentals of Value Creation and Economic Profit,21JUN_SF_VCEP_EN.zip
Программа: Information Security. Module 1: Your Responsibility at Mars E-Learning,SCORM,Your Responsibility at Mars,536001.zip
Программа: Information Security. Module 2: Protecting Your Digital Identity E-Learning,SCORM,Protecting Your Digital Identity,642001.zip
Программа: Information Security. Module 3: Device and Online Safety E-Learning,SCORM,Device and Online Safety E-Learning,678001.zip
Программа: Information Security. Module 4: Preventing Email Cyber-Attacks E-Learning,SCORM,Preventing Email Cyber-Attacks,679001.zip
Программа: Information Security: Preventing Mobile Cyber-Attacks E-Learning,SCORM,Preventing Mobile Cyber-Attacks,680001.zip
Data Stewardship Introduction. Course by Data & Analytics PN Russia E-Learning,SCORM,Data Stewardship Introduction. Course by Data & Analytics PN Russia,829003_v2.zip
Introduction to working with hypotheses (HADI cycle) E-Learning,SCORM,Introduction to working with hypotheses (HADI cycle),21DEC_DIG_HADI_RU.zip
Information Security E-learning,SCORM,Information Security E-learning,C10236.zip
Information Security Issues Management E-Learning,SCORM,Information Security Issues Management,C10401.zip
Python Course for Beginners E-Learning,SCORM,Python Course for Beginners,Python for data analysis - Beginner - scrom 1.2.zip
Allergens and their Management Foundations E-Learning,SCORM,Allergens and their Management Foundations,790001_v1.zip
An Introduction to Audit at Mars E-Learning,SCORM,An Introduction to Audit at Mars,00003604_1.zip
Work at Height Standard E-Learning,SCORM,Work at Height Standard,17OCT_SUP_WAHS.zip
Serious Injury and Fatalities (SIF) & Potential SIF E-Learning,SCORM,Serious Injury and Fatalities (SIF) & Potential SIF,18MAR_SUP_SIFP_ENG.zip
Work at Height E-Learning,SCORM,Work at Height,18MAR_SUP_WAH_ENG.zip
Work at Height Awareness Coaching E-Learning,SCORM,Work at Height Awareness Coaching,09MAR_MSE_WAH_EN.zip
Workplace Transport Standard and Specification E-learning,SCORM,Workplace Transport Standard and Specification,18MAR_SUPP_WT_EN_V1.zip
Workplace Transport Awareness Coaching E-Learning,SCORM,Workplace Transport Awareness Coaching,17MAR_MSE_WPT_EN.zip
CMOS Awareness Program E-Learning,SCORM,CMOS Awareness Program,18APR_SUPP_CMOS_V1_ENG.zip
LOTO Standard and Specification E-Learning,SCORM,LOTO Standard and Specification,18JUN_SUPI_LOTO_EN.zip
LOTO - Standard and Specification Awareness Coaching E-Learning,SCORM,LOTO - Standard and Specification Awareness Coaching,17MAR_MSE_LOTO_EN.zip
Lead Safe Foundation CIS E-Learning,SCORM,Lead Safe Foundation CIS,18JUL_SUPD_LEADSAF_RUS.zip
"Introduction to Health, Safety and Environmental Management Systems E-Learning",SCORM,"Introduction to Health, Safety and Environmental Management Systems",20JUN_SUP_IHSAEMS_EN.zip
SIG for Operations 2025 Strategy Awareness E-Learning,SCORM,SIG for Operations 2025 Strategy Awareness,SIG_v7.zip
MSE ET Expert Trainer E-Learning,SCORM,Outstanding Competencies,20APR_SUPI_OC_RU.zip
MSE ET Expert Trainer E-Learning,SCORM,Classroom Management,20APR_SUPI_CMR_RU.zip
MSE ET Expert Trainer E-Learning,SCORM,Increasing Engagement,20APR_SUPI_IER_RU.zip
Lifting Equipment and Operation (LEO) Standard and Specification E-Learning,SCORM,Lifting Equipment and Operation (LEO) Standard and Specification,20MAY_MSEA_LEAOSNS_EN.zip
SiG for Logistics E-Learning,SCORM,SiG for Logistics,C10257v2.zip
Introduction to SiG for LOGISTICS E-Learning,SCORM,Introduction to SiG for LOGISTICS,C10710.zip
Introduction to SiG E-Learning,SCORM,Introduction to SiG,C10711.zip
S&OE Introduction E-Learning,SCORM,S&OE Introduction,C10482.zip
Программа: End to End Supply Chain Immersion. Module 1: Introduction E-Learning,SCORM,Module 1: Introduction,C10535v3.zip
Программа: End to End Supply Chain Immersion. Module 2: Functional Deep Dive and KPIs E-Learning,SCORM,Module 2: Functional Deep Dive and KPIs,C10536v4.zip
Программа: End to End Supply Chain Immersion. Module 3: Strategic Business Planning & Execution E-Learning,SCORM,Module 3: Strategic Business Planning & Execution,end-to-end-supply-chain-immersion-program-module-3-strategic-business-planning-execution-scorm12-zXL7sWCN (2).zip
Introduction to Enterprise Planning E-Learning,SCORM,Introduction to Enterprise Planning,C10588v2.zip
Capital Project Assessment E-Learning,SCORM,Capital Project Assessment,21FEB_SUP_CPA.zip
Advanced Business and Financial Acumen: Evaluation of Capital Investments - Week 2 E-Learning,SCORM,Advanced Business and Financial Acumen: Evaluation of Capital Investments,C10336.zip
Supply Metrics: Driving Performance E-Learning,SCORM,Supply Metrics: Driving Performance,21JAN_SUP_SMDP_EN.zip
The Role of Industrial Engineer E-Learning,SCORM,The Role of Industrial Engineer,21MARCH_SUPP_ROIE_EN.zip
Masterplanning E-Learning,SCORM,Masterplanning,cninv000000000028222.zip
EWP Communication: Standardizing communication across teams  E-Learning,SCORM,EWP Communication: Standardizing communication across teams,818037.zip
EWP Schedule: Managing the critical path for project delivery E-Learning,SCORM,EWP Schedule: Managing the critical path for project delivery,818038.zip
EWP Scope and Risk: Identifying scope and risks to define success E-Learning,SCORM,EWP Scope and Risk: Identifying scope and risks to define success,818039.zip
EWP Safety: Managing and controlling safety hazards E-Learning,SCORM,EWP Safety: Managing and controlling safety hazards,818048.zip
EWP Cost and Budget: Organizing and controlling project costs E-Learning,SCORM,EWP Cost and Budget: Organizing and controlling project costs,818049.zip
EWP CVS: Ensuring safe and efficient startup of equipment E-Learning,SCORM,EWP CVS: Ensuring safe and efficient startup of equipment,818050.zip
EWP Control: Building controls for project success E-Learning,SCORM,EWP Control: Building controls for project success,818051.zip
EWP Procurement and Specifications: Competitively procuring fit-for-purpose assets E-Learning,SCORM,EWP Procurement and Specifications: Competitively procuring fit-for-purpose assets,818052.zip
EWP Closeout: Ensuring continuous improvement and formal project closure E-Learning,SCORM,EWP Closeout: Ensuring continuous improvement and formal project closure,818053.zip
EWP Program Introduction: Defining the EWP Training Intent and Navigation E-Learning,SCORM,EWP Program Introduction: Defining the EWP Training Intent and Navigation,818054.zip
EWP Construction Safety Playbook E-Learning,SCORM,EWP Construction Safety Playbook,818055.zip
EWP Control Tools E-Learning,SCORM,EWP Control Tools,818056.zip
EWP Learning From Past Experience (LFPE) E-Learning,SCORM,EWP Learning From Past Experience (LFPE),818057.zip
Asset Health Check Fundamentals E-learning,SCORM,Asset Health Check Fundamentals,Asset Health Check - 2021 RU.zip
Global Supply Onboarding Start Phase E-Learning,SCORM,Global Supply Onboarding Start Phase,C10149v2.zip
Value engineering E-learning,SCORM,Value engineering,C10177.zip
"Advanced Business and Financial Acumen: Value Proposition, Value Creation and Business Models - Week 1 E-Learning",SCORM,"Advanced Business and Financial Acumen: Value Proposition, Value Creation and Business Models",C10332.zip
Advanced Business and Financial Acumen: Value Proposition and Customer Perspective - Week 1 E-Learning,SCORM,Advanced Business and Financial Acumen: Value Proposition and Customer Perspective,C10333.zip
Advanced Business and Financial Acumen: EP-Week 2 E-Learning,SCORM,Advanced Business and Financial Acumen: EP,C10337_v2.zip
Advanced Business and Financial Acumen: FATR - Week 2 E-Learning,SCORM,Advanced Business and Financial Acumen: FATR,C10338.zip
Advanced Business and Financial Acumen: Activity Business to Model - Week 2 E-Learning,SCORM,Advanced Business and Financial Acumen: Activity Business to Mode,C10339.zip
Advanced Business and Financial Acumen: Designing the Business Model & Target Costing - Week 3 E-Learning,SCORM,Advanced Business and Financial Acumen: Designing the Business Model & Target Costing,C10341.zip
Advanced Business and Financial Acumen: Complexity Costing - Week 3 E-Learning,SCORM,Advanced Business and Financial Acumen: Complexity Costing,C10343.zip
Advanced Business and Financial Acumen: Supply Networking Strategy - Week 4 E-Learning,SCORM,Advanced Business and Financial Acumen: Supply Networking Strategy,C10346.zip
Early Scope Alignment E-Learning,SCORM,Early Scope Alignment,C10440_v3.zip
Power BI. Beginner. Course by Data & Analytics PN Russia E-Learning,SCORM,Power BI. Beginner. Course by Data & Analytics PN Russia,PBI Beginner - scorm 1.2.zip
Power BI. PRO. Course by Data & Analytics PN Russia E-Learning,SCORM,Power BI. PRO. Course by Data & Analytics PN Russia,PBI PRO - scorm 1.2.zip
SQL – Beginner. Course by Data & Analytics PN Russia E-Learning,SCORM,SQL – Beginner. Course by Data & Analytics PN Russia,(822020v3)_SQL Beginner - scorm 1.2.zip
SQL – PRO. Course by Data & Analytics PN Russia E-Learning,SCORM,SQL – PRO. Course by Data & Analytics PN Russia,(C10526ver1)_SQL PRO - scorm 1.2.zip
Product Management Beginner E-Learning,SCORM,Product Management Beginner E-learning,C10199.zip
Powered by Data: Data for Leaders E-learning,SCORM,Powered by Data: Data for Leaders E-learning,C10211_Edited2.zip
Data Stewardship for Data Stewards (PRO). Course by Data & Analytics PN Russia E-Learning,SCORM,Data Stewardship for Data Stewards (PRO). Course by Data & Analytics PN Russia,C10566.zip
Recruiting with Excellence E-Learning,scorm,Recruiting with Excellence,795001.zip
Elements of Pay at Mars E-Learning,scorm,Elements of Pay at Mars,00040985.zip
MDR 2.0 Introduction: Business Leaders E-Learning,scorm,MDR 2.0 Introduction: Business Leaders,20AUG_PO_MDRFBL_EN.zip
Ombudsman Program E-Learning,scorm,Ombudsman Program,C10701.zip
Leader Roles & Responsibilities in MDR Video,видео,Leader Roles & Responsibilities in MDR Video,17JUL_PO_BLR_ENG.mp4
Succession Planning Overview Video ,видео,Succession Planning Overview Video ,17JUL_PO_SPV_ENG.mp4
The P&O Role in MDR Video,видео,The P&O Role in MDR Video,17JUL_PO_POR_ENG.mp4
MDR Overview:Video,видео,MDR Overview:Video,17AUG_PO_MDRVID_ENG.mp4
MDR 2.0 Introduction: Associates E-Learning,scorm,MDR 2.0 Introduction: Associates,20AUG_PO_MDROVER_EN.zip
Organizational Development E-Learning,scorm,Organizational Development,18APR_PO_ODF_ENG.zip
P&O Data and Analytics E Learning,scorm,P&O Data and Analytics,18FEB_PO_FODAAFPO_ENG.zip
Networking at Mars Video,scorm,Networking at Mars Video,469001.zip
The Mars People Strategy Video ,scorm,The Mars People Strategy Video ,18JUN_PO_PSV_EN.zip
Recruiting with Excellence E-Learning: Russian,scorm,Recruiting with Excellence,20JUL_P&O_RWE_M1_RU.zip
MDR Overview and Your Role E-Learning,scorm,MDR Overview and Your Role,!8AUG_PO_MRDOAYR_EN.zip
Talking Talent: PPM Placemat E-Learning,scorm,Talking Talent: PPM Placemat,18AAUG_PO_TTPPMIP_EN.zip
Talking Development: Differentiated Development Planning E-Learning,scorm,Talking Development: Differentiated Development Planning,18AUG_PO_TDDDPADT_EN.zip
Line Manager Guide to Rewards E-Learning,scorm,Line Manager Guide to Rewards,C10518v3.zip
Welcome to Royal Canin E-Learning,scorm,Welcome to Royal Canin,C10672 - 1.zip
RUSSIAN - Ombudsman Program E-Learning,scorm,RUSSIAN - Ombudsman Program,Ombudsman_Russian.zip
GLM Coaching for Development E-Learning,scorm,GLM Coaching for Development,71002.zip
GLM Introduction to Leading Change,scorm,GLM Introduction to Leading Change,178001.zip
GLM Courageous Conversations E-Learning,scorm,GLM Courageous Conversations,305001.zip
GLM Decide Faster E-Learning,scorm,GLM Decide Faster,17NOV_LEAD_DFGLM_EN_V1.zip
GLM Meet Smarter E-LEARNING,scorm,GLM Meet Smarter,18JAN_LEAD_MMGLM_EN_V1.zip
GLM Introduction to Delegation E-Learning ,scorm,GLM Introduction to Delegation,452001.zip
Introduction to Change Management E-Learning,scorm,Introduction to Change Management,19SEP_LEAD_ITCM_EN_V1.zip
Introdution to Leading Change E-Learning ,scorm,Introdution to Leading Change,19SEP_LEAD_ITLC_EN_V1.zip
Thriving Through Change E-Learning,scorm,Thriving Through Change,811019.zip
Managing Through Change (0 Getting Started) E-Learning,scorm,Managing Through Change (0 Getting Started),20JAN_LEAD_MTCGS_EN_V1.zip
Managing Through Change (1 The Essentials) E-Learning,scorm,Managing Through Change (1 The Essentials),20JAN_LEAD_MTCE_EN_V1.zip
Managing Through Change (2 Preparing for Change) E-Learning,scorm,Managing Through Change (2 Preparing for Change),20JAN_LEAD_MTCPFC_EN_V1.zip
Managing Through Change (3 Managing Change) E-Learning,scorm,Managing Through Change (3 Managing Change),20JAN_LEAD_MTCMC_EN_V1.zip
Managing Through Change (4 Reinforcing Change) E-Learning,scorm,Managing Through Change (4 Reinforcing Change),20JAN_LEAD_MTCRC_EN_V1.zip
GLM High Performance Collaboration (HPC): Essential Practices Overview E-Learning,scorm,GLM High Performance Collaboration (HPC): Essential Practices Overview,28001.zip
GLM High Performance Collaboration (HPC): Inspire Purpose E-Learning,scorm,GLM High Performance Collaboration (HPC): Inspire Purpose,31001_v1.zip
GLM High Performance Collaboration (HPC): Crystalize Intent E-Learning,scorm,GLM High Performance Collaboration (HPC): Crystalize Intent,31002.zip
GLM High Performance Collaboration (HPC): Cultivate Collaboration E-Learning,scorm,GLM High Performance Collaboration (HPC): Cultivate Collaboration,31003.zip
GLM High Performance Collaboration (HPC): Activate Ways of Working (AWOW) E-Learning,scorm,GLM High Performance Collaboration (HPC): Activate Ways of Working (AWOW),31004_v2.zip
GLM High Performance Collaboration (HPC): Sustain & Renew E-Learning,scorm,GLM High Performance Collaboration (HPC): Sustain & Renew,31005.zip
GLM High Performance Collaboration (HPC): Clarify Context E-Learning,scorm,GLM High Performance Collaboration (HPC): Clarify Context,31006_v2.zip
GLM Introduction to Delivering Effective Feedback E-Learning,scorm,GLM Introduction to Delivering Effective Feedback,447002.zip
GLM Introduction to Coaching E-Learning,scorm,GLM Introduction to Coaching,447003.zip
GLM The difference between Mentoring and Coaching E-Learning,scorm,GLM The difference between Mentoring and Coaching,447004.zip
Design for Vertical Startup for Process 2 E-Learning,scorm,Design for Vertical Startup for Process 2,20NOV_RD_DFVSE_EN.zip
Design for Vertical Startup for Product And Pack 1 E-Learning,scorm,Design for Vertical Startup for Product And Pack 1,18OCT_RD_DFVSPP1F_EN.zip
Design for Vertical Startup for Process 1 E-Learning,scorm,Design for Vertical Startup for Process,17FEB_RD_DFVS_EN_V1.zip
Mars Wrigley Sales Onboarding,Презентация,MW Sales Onboarding,MARS WRIGLEY Onboarding.pdf
Mars Supply - Capability and Career Framework Pdf,Презентация,Mars Supply - Capability and Career Framework,Mars Supply - Capability and Career Framework RU - 2022 Jul 27.pdf
Complex Problem Solving Foundations E-Learning,scorm,Complex Problem Solving Foundations,18SEP_RD_SIXSIG_EN.zip
Food Defense Awareness E-Learning,scorm,Food Defense Awareness,Food Defense_Multisco.zip
Chocolate School E-learning,видео,Navigating Chocolate School Program,ChocSchEss_Navigating Chocolate School.mp4
Completion Acknowledgment for Chocolate School E-Learning,Презентация,Completion Acknowledgment for Chocolate School,Chocolate School Attestation PDF.pdf
Distribution Quality Management Interactive Webinar E-learning,scorm,Distribution Quality Management Interactive Webinar E-learning Part 1,DQM-lesson-1.zip
Distribution Quality Management Interactive Webinar E-learning,scorm,Distribution Quality Management Interactive Webinar E-learning Part 2,DQM-lesson-2.zip
Distribution Quality Management Interactive Webinar E-learning,scorm,Distribution Quality Management Interactive Webinar E-learning Part 3,DQM-lesson-3.zip
Distribution Quality Management Interactive Webinar E-learning,scorm,Distribution Quality Management Interactive Webinar E-learning Part 4,DQM-lesson-4.zip
Distribution Quality Management Interactive Webinar E-learning,scorm,Distribution Quality Management Interactive Webinar E-learning Part 5,DQM-lesson-5.zip
Distribution Quality Management Interactive Webinar E-learning,scorm,Distribution Quality Management Interactive Webinar E-learning Part 6,DQM-lesson-6.zip
Distribution Quality Management Interactive Webinar E-learning,scorm,Distribution Quality Management Interactive Webinar E-learning Part 7,DQM-lesson-7.zip
Consumer Care at Mars: Introduction E-Learning,scorm,Consumer Care at Mars: Introduction,2016_NOV_RD_CCMI_EN_V1
2024 Urinary E-Learning,SCORM,Urinary,Urinary.ismpkg
2024 Urinary E-Learning,презентация,Брошюра Уролитиаз собак и кошек,Брошюра Уролитиаз собак и кошек.pdf
2024 Gastrointestinal E-Learning,SCORM,Gastrointestinal,Gastro 2024 для PSR и PRO. Ismpkg
2024 Питание кошек и собак в зависимости от возраста E-Learning,SCORM,Питание кошек в зависимости от возраста e- learning,Кошки - итог 2.ismpkg
2024 Питание кошек и собак в зависимости от возраста E-Learning,SCORM,Питание собак в зависимости от возраста e- learning,Собаки-итог 2.ismpkg
2024 Питание кошек и собак в зависимости от возраста E-Learning,видео,Видео: Как презентовать продукт клиенту? Рассказываем на примере продуктов SOL,document_5271932017783617477.mp4
2024 Питание кошек и собак в зависимости от возраста (+ доп материалы для канала PRO) E-Learning,SCORM,Питание самки в репродуктивный период,драфт питание самки в репродуктивный период 1.ismpkg
2024 Питание кошек и собак в зависимости от возраста (+ доп материалы для канала PRO) E-Learning,SCORM,Питание кошек в зависимости от возраста e- learning,Кошки - итог 2.ismpkg
2024 Питание кошек и собак в зависимости от возраста (+ доп материалы для канала PRO) E-Learning,SCORM,Питание собак в зависимости от возраста e- learning,Собаки-итог 2.ismpkg
2024 Питание кошек и собак в зависимости от возраста (+ доп материалы для канала PRO) E-Learning,SCORM,Рост и развитие котят и щенков. Диетологический подход,RAZVITIE_I_ROST_SCHENKOV_I_KOTYAT_2024_feb 1.ismpkg
2024 Питание кошек и собак в зависимости от возраста (+ доп материалы для канала PRO) E-Learning,видео,Видео: Как презентовать продукт клиенту? Рассказываем на примере продуктов SOL,document_5271932017783617477.mp4
Инструменты рекомендации канала PSR E-Learning,SCORM,Инструменты рекомендации канала PSR,Обучение на платформе RCA 1.ismpkg
2024 Продукт: от поля до полки E-Learning,SCORM,"Модуль ""Производство кормов""",Т1. Курс 1. Производство кормов  3 (1).pdf
2024 Продукт: от поля до полки E-Learning,SCORM,"Словарик ""Питательные вещества""",Глоссарий 1.pdf
2024 Продукт: от поля до полки E-Learning,SCORM,Тестирование,импорт тест.csv
2024 Продукт: от поля до полки E-Learning,видео,Как читать упаковку?,IMG_0459.mp4
2024 Продукт: от поля до полки E-Learning,видео,Как подобрать альтернативу ушедшему рациону? Расскажем в видеоролике,Видеоролик обучнение для B2B.mp4
2024 Продукт: от поля до полки E-Learning,видео,Коротко о главном: R&D,Коротко о главном R&D.mp3
"Подкаст Голоса Royal Canin ""Однажды в полях""",видео,"Подкаст Голоса Royal Canin ""Однажды в полях""",Симулированный продавец Голоса Royal Canin.mp3
Работа с возражениями E-Learning,SCORM,Работа с возражениями,Р11 Аргументация.ismkg
Нутриенты и их роль. Формула продукта E-Learning,видео,Основы правильного питания собак и кошек,Видеоурок_Екатерина Нигова_основы правильного питания собак и кошек.m4v
Нутриенты и их роль. Формула продукта E-Learning,видео,Мифы в питании собак и кошек,Видеоурок_Екатерина Нигова_Принципы кормления животных.m4v
Нутриенты и их роль. Формула продукта E-Learning,видео,Запись вебинара по нутриентному подходу,обучение для команды SCE по нутриентному подходу от Екатерины Ниговой-20240125_093310-Meeting Recording.mp4
Laws of Growth E-Learning,SCORM,Laws of Growth,triniti-_-mars-log-elearning__ (7).zip
Negotiation Essentials Program Module 1: Selling and Negotiating E-learning,SCORM,Module 1: Selling and Negotiating,1p11401_2018_02_09_12_03_05(EN).zip
Negotiation Essentials Program Module 2: Predictability and How to Use it E-learning,SCORM,Module 2: Predictability and How to Use it,2p11402_2022_01_25_11_00_41(EN).zip
Negotiation Essentials Program  Module 3: Key Principles of Negotiation E-learning,SCORM,Module 3: Key Principles of Negotiation,3p11403_2020_04_14_14_34_01(EN).zip
Negotiation Essentials Program Module 4: Negotiation Techniques E-learning,SCORM,Module 4: Negotiation Techniques,4p11406_2018_02_09_11_42_27(EN).zip
Negotiation Essentials Program Module 5: Give It a Try E-learning,SCORM,Module 5: Give It a Try,Mars_Negotiation_Give_it_a_try_2_220923.zip
Negotiation Essentials Program Module 6: Second Wind: Give It a Try E-learning,SCORM,Module 6: Second Wind: Give It a Try,6p11658_2022_01_25_13_27_47(EN).zip
Negotiation Essentials Program  Module 7: Listen to The Expert E-learning,SCORM,Module 7: Listen to The Expert,7p14854_2022_01_25_12_17_16(EN).zip
Negotiation Essentials Program Module 8: Check What You Know E-learning,SCORM,Module 8: Check What You Know,8p11486_2018_02_09_10_48_47(EN).zip
Negotiation Essentials Program Module 9: Second Wind: Check What You Know E-learning,SCORM,Module 9: Second Wind: Check What You Know,9p11659_2022_01_25_13_42_13(EN).zip
Sales Essentials Program Module 1: Customer Needs E-learning,SCORM,Module 1: Customer Needs,1p11395_2022_01_24_16_19_08(EN).zip
Sales Essentials Program Module 2: Questioning and Listening E-learning,SCORM,Module 2: Questioning and Listening,2p11399_2018_02_09_14_45_16(EN).zip
Sales Essentials Module 3: Setting Objectives E-learning,SCORM,Module 3: Setting Objectives,3p11400_2016_03_31_07_49_04(EN).zip
Sales Essentials Program Module 4: The Persuasive Selling Process E-learning,SCORM,Module 4: The Persuasive Selling Process,Mars_SE_Persuasive_220923.zip
Sales Essentials Program Module 5: Communication and Influence E-learning,SCORM,Module 5: Communication and Influence,5p11394_2016_03_31_07_50_31(EN).zip
Sales Essentials Program Module 6: Overcoming Objections E-learning,SCORM,Module 6: Overcoming Objections,6p11398_2018_02_09_14_04_47(EN).zip
Sales Essentials Program Module 7: Give it a Try E-learning,SCORM,Module 7: Give it a Try,7p11396_2022_01_24_17_16_52(EN).zip
Sales Essentials Program Module 8: Second Wind: Give it a Try E-learning,SCORM,Module 8: Second Wind: Give it a Try,7ap11673_2018_02_09_15_30_00(EN).zip
Sales Essentials Program Module 9: Check what you know E-learning,SCORM,Module 9: Check what you know,8p11393_2018_02_09_13_18_52(EN).zip
Sales Essentials Program Module 10: Second Wind: Check what you know E-learning,SCORM,Module 10: Second Wind: Check what you know,8ap11674_2016_03_31_08_00_18(EN).zip
Sales Essentials Program Module 11: Listen to the Expert E-learning,SCORM,Module 11: Listen to the Expert,Mars_SE_Listen_to_the_expert_220922.zip
Food Fraud Awareness E-Learning,SCORM,Food Fraud Awareness,822000v2.zip
Food Fraud Fundamentals E-learning,SCORM,Food Fraud Fundamentals 1 Welcome,Food Fraud Fundamentals 1 Welcome updated.zip
Food Fraud Fundamentals E-learning,SCORM,Food Fraud Fundamentals 2 Vulnerabilities,Food Fraud Fundamentals 2 Vulnerabilities updated menu.zip
Food Fraud Fundamentals E-learning,SCORM,Food Fraud Fundamentals 3 Mitigation,Food Fraud Fundamentals 3 Mitigation (1).zip
